2025-04-12 22:21:28.415 | INFO     | page_object.homepage_v2:click_login_link:33 - =======开始点击首页的登录链接==========
2025-04-12 22:21:30.539 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//a[@class="link-name"]')可以可见
2025-04-12 22:21:30.567 | INFO     | common.handle_assert:assert_equals:17 - ===========开始做断言： 预期结果是否等于执行结果============
2025-04-12 22:21:30.567 | INFO     | common.handle_assert:assert_equals:20 - 断言成功！预期结果是：【lemon_py】，实际结果是：【lemon_py】
2025-04-12 22:21:37.014 | INFO     | page_object.homepage_v2:click_login_link:33 - =======开始点击首页的登录链接==========
2025-04-12 22:21:37.015 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-12 22:21:37.015 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-12 22:21:37.089 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-12 22:21:37.089 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-12 22:21:37.090 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-12 22:21:37.179 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-12 22:21:37.180 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-12 22:21:37.256 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'login-button')
2025-04-12 22:21:37.258 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'login-button')可以被点击
2025-04-12 22:21:38.331 | INFO     | page_object.homepage_v2:click_usercenter_method:47 - =======开始点击首页的个人中心的链接==========
2025-04-12 22:21:38.331 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//span[text()="个人中心"]')
2025-04-12 22:21:38.331 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//span[text()="个人中心"]')可以被点击
2025-04-12 22:21:38.754 | INFO     | page_object.user_center_page:modify_portrait_method:31 - =======开始上传用户头像的操作==========
2025-04-12 22:21:38.754 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//div[@class="portrait-box"]')
2025-04-12 22:21:38.754 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//div[@class="portrait-box"]')可以被点击
2025-04-12 22:21:39.325 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'avatar')
2025-04-12 22:21:39.326 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'avatar')可以被点击
2025-04-12 22:21:40.908 | INFO     | common.basepage_v2:upload_file:59 - 上传文件：D:\Pycharm_Project\python73_class\day26_UI自动化的断言和日志报告的封装\data\小柠檬.png
2025-04-12 22:21:43.158 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('link text', '保存账户信息')
2025-04-12 22:21:43.158 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('link text', '保存账户信息')可以被点击
2025-04-12 22:21:49.114 | INFO     | page_object.homepage_v2:click_login_link:33 - =======开始点击首页的登录链接==========
2025-04-12 22:21:49.114 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-12 22:21:49.114 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-12 22:21:49.277 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-12 22:21:49.277 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-12 22:21:49.277 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-12 22:21:49.382 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-12 22:21:49.382 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-12 22:21:49.454 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'login-button')
2025-04-12 22:21:49.455 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'login-button')可以被点击
2025-04-12 22:21:50.523 | INFO     | page_object.homepage_v2:click_usercenter_method:47 - =======开始点击首页的个人中心的链接==========
2025-04-12 22:21:50.524 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//span[text()="个人中心"]')
2025-04-12 22:21:50.524 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//span[text()="个人中心"]')可以被点击
2025-04-12 22:21:51.211 | INFO     | page_object.user_center_page:modify_portrait_method:31 - =======开始上传用户头像的操作==========
2025-04-12 22:21:51.212 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//div[@class="portrait-box"]')
2025-04-12 22:21:51.212 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//div[@class="portrait-box"]')可以被点击
2025-04-12 22:21:51.955 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'avatar')
2025-04-12 22:21:51.956 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'avatar')可以被点击
2025-04-12 22:21:53.547 | INFO     | common.basepage_v2:upload_file:59 - 上传文件：D:\Pycharm_Project\python73_class\day26_UI自动化的断言和日志报告的封装\data\小柠檬.png
2025-04-12 22:21:55.798 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('link text', '保存账户信息')
2025-04-12 22:21:55.798 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('link text', '保存账户信息')可以被点击
2025-04-12 22:21:55.864 | INFO     | page_object.user_center_page:modify_success_tips_method:44 - =======开始检查上传头像成功提示信息的操作==========
2025-04-12 22:21:55.864 | INFO     | common.basepage_v2:element_display:91 - 这个元素是否可见：('class name', 'el-message__content')
2025-04-12 22:21:55.865 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('class name', 'el-message__content')可以可见
2025-04-12 22:21:56.397 | INFO     | common.handle_assert:assert_condition:27 - ===========开始做断言：条件是否成立============
2025-04-12 22:21:56.397 | INFO     | common.handle_assert:assert_condition:30 - 断言成功！条件【True】成立的！
2025-04-12 22:22:03.198 | INFO     | page_object.homepage_v2:click_login_link:33 - =======开始点击首页的登录链接==========
2025-04-12 22:22:03.199 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-12 22:22:03.199 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-12 22:22:03.273 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-12 22:22:03.274 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-12 22:22:03.274 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-12 22:22:03.472 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-12 22:22:03.472 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-12 22:22:03.549 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'login-button')
2025-04-12 22:22:03.549 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'login-button')可以被点击
2025-04-12 22:22:04.616 | INFO     | page_object.homepage_v2:search_prod_method:39 - =======开始搜索商品操作==========
2025-04-12 22:22:04.616 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//div[@class="search-input-box"]/input')，输入的内容是：圆筒包
2025-04-12 22:22:04.617 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//div[@class="search-input-box"]/input')可以可见
2025-04-12 22:22:05.637 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//div[@class="search-input-box"]/following-sibling::input')
2025-04-12 22:22:05.637 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//div[@class="search-input-box"]/following-sibling::input')可以被点击
2025-04-12 22:22:12.105 | INFO     | page_object.homepage_v2:click_login_link:33 - =======开始点击首页的登录链接==========
2025-04-12 22:22:12.105 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-12 22:22:12.106 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-12 22:22:12.182 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-12 22:22:12.182 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-12 22:22:12.182 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-12 22:22:12.264 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-12 22:22:12.264 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-12 22:22:12.327 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('class name', 'login-button')
2025-04-12 22:22:12.327 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('class name', 'login-button')可以被点击
2025-04-12 22:22:13.385 | INFO     | page_object.homepage_v2:search_prod_method:39 - =======开始搜索商品操作==========
2025-04-12 22:22:13.385 | INFO     | common.basepage_v2:input_text:73 - 对这个元素输入文本：('xpath', '//div[@class="search-input-box"]/input')，输入的内容是：圆筒包
2025-04-12 22:22:13.385 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//div[@class="search-input-box"]/input')可以可见
2025-04-12 22:22:14.057 | INFO     | common.basepage_v2:click_element:68 - 点击这个元素：('xpath', '//div[@class="search-input-box"]/following-sibling::input')
2025-04-12 22:22:14.058 | INFO     | common.basepage_v2:wait_element_clickable:28 - 等待('xpath', '//div[@class="search-input-box"]/following-sibling::input')可以被点击
2025-04-12 22:22:14.123 | INFO     | page_object.prod_list_page:prod_display_method:27 - =======开始检查商品列表和页面商品是否存在==========
2025-04-12 22:22:14.123 | INFO     | common.basepage_v2:element_display:91 - 这个元素是否可见：('xpath', '//div[contains(text(),"圆筒包")]')
2025-04-12 22:22:14.124 | INFO     | common.basepage_v2:wait_element_visible:37 - 等待('xpath', '//div[contains(text(),"圆筒包")]')可以可见
2025-04-12 22:22:14.152 | INFO     | common.handle_assert:assert_condition:27 - ===========开始做断言：条件是否成立============
2025-04-12 22:22:14.152 | INFO     | common.handle_assert:assert_condition:30 - 断言成功！条件【True】成立的！
2025-04-15 21:58:34.974 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 21:58:34.974 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 21:58:34.974 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 21:58:35.055 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 21:58:35.055 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 21:58:35.055 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 21:58:35.144 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 21:58:35.144 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 21:58:35.212 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 21:58:35.212 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 21:58:43.495 | ERROR    | common.basepage_v2:wait_element_clickable:33 - 等待('class name', 'login-buttonwww')超时
2025-04-15 21:58:51.097 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 21:58:51.097 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 21:58:51.097 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 21:58:51.173 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 21:58:51.173 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 21:58:51.173 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 21:58:51.269 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 21:58:51.269 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 21:58:51.345 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 21:58:51.345 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 21:58:59.588 | ERROR    | common.basepage_v2:wait_element_clickable:33 - 等待('class name', 'login-buttonwww')超时
2025-04-15 21:59:06.091 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 21:59:06.092 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 21:59:06.092 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 21:59:06.171 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 21:59:06.171 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 21:59:06.172 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 21:59:06.265 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 21:59:06.265 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 21:59:06.342 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 21:59:06.342 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 21:59:14.600 | ERROR    | common.basepage_v2:wait_element_clickable:33 - 等待('class name', 'login-buttonwww')超时
2025-04-15 21:59:21.129 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 21:59:21.130 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 21:59:21.130 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 21:59:21.207 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 21:59:21.208 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 21:59:21.208 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 21:59:21.311 | INFO     | common.basepage_v2:input_text:80 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 21:59:21.312 | INFO     | common.basepage_v2:wait_element_visible:40 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 21:59:21.394 | INFO     | common.basepage_v2:click_element:75 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 21:59:21.394 | INFO     | common.basepage_v2:wait_element_clickable:29 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 21:59:29.629 | ERROR    | common.basepage_v2:wait_element_clickable:33 - 等待('class name', 'login-buttonwww')超时
2025-04-15 22:07:13.444 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 22:07:13.444 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 22:07:13.444 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 22:07:13.519 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 22:07:13.519 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 22:07:13.519 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 22:07:13.614 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 22:07:13.614 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 22:07:13.699 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 22:07:13.699 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 22:07:21.942 | ERROR    | common.basepage_v2:wait_element_clickable:35 - 等待('class name', 'login-buttonwww')超时
2025-04-15 22:15:54.737 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 22:15:54.737 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 22:15:54.737 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 22:15:54.823 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 22:15:54.823 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 22:15:54.824 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 22:15:54.915 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 22:15:54.916 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 22:15:54.995 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 22:15:54.995 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 22:16:03.275 | ERROR    | common.basepage_v2:wait_element_clickable:35 - 等待('class name', 'login-buttonwww')超时
2025-04-15 22:16:15.308 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 22:16:15.308 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 22:16:15.308 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 22:16:15.409 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 22:16:15.409 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 22:16:15.410 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 22:16:15.578 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 22:16:15.579 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 22:16:15.672 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 22:16:15.673 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 22:16:23.929 | ERROR    | common.basepage_v2:wait_element_clickable:35 - 等待('class name', 'login-buttonwww')超时
2025-04-15 22:16:35.987 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-15 22:16:35.987 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-15 22:16:35.988 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-15 22:16:36.103 | INFO     | page_object.loginpage_v2:login_action:27 - =======开始做登录操作==========
2025-04-15 22:16:36.103 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-15 22:16:36.103 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-15 22:16:36.170 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-15 22:16:36.170 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-15 22:16:36.232 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('class name', 'login-buttonwww')
2025-04-15 22:16:36.232 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('class name', 'login-buttonwww')可以被点击
2025-04-15 22:16:44.476 | ERROR    | common.basepage_v2:wait_element_clickable:35 - 等待('class name', 'login-buttonwww')超时
2025-04-17 21:10:55.819 | INFO     | conftest:get_env:58 - --env的参数的值是test
2025-04-17 21:10:57.631 | INFO     | conftest:open_browser_url:28 - -----初始化浏览器driver----
2025-04-17 21:10:57.631 | INFO     | conftest:open_browser_url:30 - 打开网址：http://mall.lemonban.com:3344/
2025-04-17 21:11:01.729 | INFO     | page_object.homepage_v2:click_login_link:37 - =======开始点击首页的登录链接==========
2025-04-17 21:11:01.729 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('xpath', '//a[text()="登录"]')
2025-04-17 21:11:01.730 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('xpath', '//a[text()="登录"]')可以被点击
2025-04-17 21:11:01.825 | INFO     | page_object.loginpage_v2:login_action:35 - =======开始做登录操作==========
2025-04-17 21:11:01.825 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入手机号/用户名"]')，输入的内容是：lemon_py
2025-04-17 21:11:01.826 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入手机号/用户名"]')可以可见
2025-04-17 21:11:01.924 | INFO     | common.basepage_v2:input_text:91 - 对这个元素输入文本：('xpath', '//input[@placeholder="请输入密码"]')，输入的内容是：12345678
2025-04-17 21:11:01.924 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//input[@placeholder="请输入密码"]')可以可见
2025-04-17 21:11:02.001 | INFO     | common.basepage_v2:click_element:86 - 点击这个元素：('class name', 'login-button')
2025-04-17 21:11:02.001 | INFO     | common.basepage_v2:wait_element_clickable:31 - 等待('class name', 'login-button')可以被点击
2025-04-17 21:11:03.074 | INFO     | page_object.homepage_v2:weltext_is_display_method:66 - =======开始判断欢迎用户信息是否显示==========
2025-04-17 21:11:03.075 | INFO     | common.basepage_v2:element_display:109 - 这个元素是否可见：('xpath', '//span[text()="欢迎来到柠檬班"]')
2025-04-17 21:11:03.076 | INFO     | common.basepage_v2:wait_element_visible:45 - 等待('xpath', '//span[text()="欢迎来到柠檬班"]')可以可见
2025-04-17 21:11:04.575 | INFO     | common.handle_assert:assert_condition:38 - ===========开始做断言：条件是否成立============
